"","VannKraftverkID","Navn","VannKVType","HovedEier","HovedEier_OrgNr","Fylke","FylkesNr","Kommune","KommuneNr","ForsteUtnyttelseAvFalletDato","DatoForEldsteKraftproduserendeDel","MaksYtelse","MidProd_81_10","BruttoFallhoyde_M","Slukeevne","EnEkv","ElspotomraadeNummer","RegineNr"
"813",250,"Logna","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Vest-Agder","10","Åseral","26","1961-12-04T00:00:00","1961-12-04T00:00:00",20.2,119.2443,146.39,15.89,0.352,"2","022.EB2B"
"814",1181,"Lognavann","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Vest-Agder","10","Åseral","26","1998-01-01T00:00:00","1998-01-01T00:00:00",0.055,0.256,NA,NA,NA,"2","022.EA8"
"815",251,"Lomen","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Vestre Slidre","43","1983-11-17T00:00:00","1983-11-17T00:00:00",54.5,166.3574,308,20.51,0.737,"1","012.M"
"816",252,"Lomi","Kraftverk","SKS PRODUKSJON AS","915637353","Nordland","18","Fauske – Fuossko","41","1979-01-01T00:00:00","1979-01-01T00:00:00",118,362.6552,560,25.01,1.311,"4","164.D9"
"817",1177,"Lomsdalselva","Kraftverk","ANDREAS LOMSDAL","969742918","Oppland","05","Søndre Land","36","1998-01-01T00:00:00","1998-01-01T00:00:00",0.025,0.05,NA,NA,NA,"1","012.EZ"
"818",232,"Longerak","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Aust-Agder","09","Bygland","38","1915-01-01T00:00:00","1915-01-01T00:00:00",1.2999,6.6336,298,0.69,0.515,"2","021.D30"
"819",1688,"Lothe","Kraftverk","SJUR LOTHE","820285522","Hordaland","12","Ullensvang","31","2007-03-15T00:00:00","2007-03-15T00:00:00",0.09,0.45,203,0.055,0.455,"5","047.40"
"820",1595,"Lotsberg","Kraftverk","LOTSBERG KRAFT AS","993903310","Sogn og Fjordane","14","Eid","43","2010-10-26T00:00:00","2010-10-26T00:00:00",1.45,4,271,0.65,0.62,"3","089.2A"
"821",253,"Lovik","Kraftverk","ANDØY ENERGI AS","971048611","Nordland","18","Andøy","71","1952-01-01T00:00:00","1952-01-01T00:00:00",1.2,4.5164,92,1.79,0.185,"4","178.74A4"
"822",953,"Lundsfoss","Kraftverk","LUNDSFOSS KRAFTSTASJON AS","959395721","Akershus","02","Aurskog-Høland","21","1915-01-01T00:00:00","1915-01-01T00:00:00",0.7,2.5,NA,NA,NA,"1","001.FA"
"823",1338,"Lundsæter","Kraftverk","SUNNHORDLAND KRAFTLAG AS","916435711","Hordaland","12","Stord","21","1934-01-01T00:00:00","1934-01-01T00:00:00",0.75,2.3,111.5,0.9,0.231,"2","044.3Z"
"824",254,"Luostejok","Kraftverk","LUOSTEJOK KRAFTLAG SA","938260494","Finnmark - Finnmárku","20","Porsanger – Porsá<U+014B>gu – Porsanki","20","1956-12-15T00:00:00","1956-12-15T00:00:00",1.7,11.2283,31,7.73,0.061,"4","224.E12"
"825",1184,"Luren","Kraftverk","","","Rogaland","11","Vindafjord","60","1998-01-01T00:00:00","1998-01-01T00:00:00",0.0026,0.012,45,NA,NA,"2","041.322"
"826",255,"Lutufallet","Kraftverk","E-CO ENERGI AS","976894677","Hedmark","04","Trysil","28","1964-12-15T00:00:00","1964-12-15T00:00:00",14.1,66.8794,13.69,118.69,0.032,"1","311.A52"
"827",1387,"Lya","Kraftverk","E-CO ENERGI AS","976894677","Buskerud","06","Ål","19","2008-04-15T00:00:00","2008-04-15T00:00:00",5.49,20.8,184,3.6,0.424,"5","012.CE3A"
"828",256,"Lysbotn","Kraftverk","TROMS KRAFT PRODUKSJON AS","979152116","Troms","19","Lenvik","31","1941-01-01T00:00:00","1941-01-01T00:00:00",5.35,29.8944,106,5.5,0.215,"4","194.3D3"
"829",1899,"Lysebotn 2","Kraftverk","LYSE PRODUKSJON AS","980335216","Rogaland","11","Forsand","29","1953-01-08T00:00:00","2018-04-18T00:00:00",370,1500,669.7,60,1.713,"2","031.AZ"
"830",258,"Lysvatn","Kraftverk","MELØY ENERGI AS","977106184","Nordland","18","Meløy","37","1963-03-17T00:00:00","1963-03-17T00:00:00",4.1,27.3042,284,1.6,0.712,"4","160.41B"
"831",1164,"Løa","Kraftverk","","","Hedmark","04","Åmot","29","1999-01-01T00:00:00","1999-01-01T00:00:00",0.35,1.4,NA,NA,NA,"1","002.JC7"
"832",1365,"Løgjen","Kraftverk","DALANE KRAFT AS","982388406","Rogaland","11","Lund","12","2007-09-05T00:00:00","2007-09-05T00:00:00",0.57,2.3,36.7,NA,NA,"2","026.B2Z"
"833",259,"Løkaunet","Kraftverk","STATKRAFT ENERGI AS","987059729","Trøndelag","50","Klæbu","30","1926-01-01T00:00:00","1926-01-01T00:00:00",9.3,7.2792,52,23.92,0.108,"3","123.A7"
"834",260,"Løpet","Kraftverk","E-CO ENERGI AS","976894677","Hedmark","04","Åmot","29","1971-07-01T00:00:00","1971-07-01T00:00:00",29,163.1,18.89,176,0.046,"1","002.JB1"
"835",1000,"Madalen","Kraftverk","MADALEN MIKROKRAFTVERK AS","921140479","Hordaland","12","Kvinnherad","24","2003-01-01T00:00:00","2003-01-01T00:00:00",0.12,0.56,NA,NA,NA,"2","042.93C"
"836",1487,"Madland","Kraftverk","MADLAND KRAFT AS","992313897","Rogaland","11","Gjesdal","22","2010-02-19T00:00:00","2010-02-19T00:00:00",1.875,8.5,84,1.7,NA,"2","030.1F"
"837",962,"Mago A","Kraftverk","E-CO ENERGI AS","976894677","Akershus","02","Eidsvoll","37","1984-01-01T00:00:00","1984-01-01T00:00:00",0.77,4.8,NA,NA,NA,"1","002.DAA1Z"
"838",963,"Mago B","Kraftverk","E-CO ENERGI AS","976894677","Akershus","02","Eidsvoll","37","1960-01-01T00:00:00","1960-01-01T00:00:00",0.86,5,7.8,14,NA,"1","002.DAA"
"839",964,"Mago C","Kraftverk","E-CO ENERGI AS","976894677","Akershus","02","Eidsvoll","37","1978-01-01T00:00:00","1978-01-01T00:00:00",0.78,6,NA,NA,NA,"1","002.DAA"
"840",261,"Mago D","Kraftverk","E-CO ENERGI AS","976894677","Akershus","02","Eidsvoll","37","1980-01-01T00:00:00","1980-01-01T00:00:00",1.6,6.3093,8,26.13,0.017,"1","002.DAA11"
"841",1714,"Makkoren","Kraftverk","STATKRAFT ENERGI AS","987059729","Sogn og Fjordane","14","Høyanger","16","2012-11-23T00:00:00","2012-11-23T00:00:00",4,17.8,93,4.9,0.227,"3","079.BB2A"
"842",1112,"Malmo","Kraftverk","MALMO ELEKTRISITETSVERK AS","979400152","Trøndelag","50","Verran","39","1997-01-01T00:00:00","1997-01-01T00:00:00",0.7,2.589,NA,NA,NA,"3","129.3Z"
"843",905,"Mandelid","Kraftverk","GUNNAR OSLAND","969828723","Sogn og Fjordane","14","Askvoll","28","2000-01-01T00:00:00","2000-01-01T00:00:00",0.125,0.83,NA,NA,NA,"3","084.5D"
"844",1851,"Mannsberg","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Sogn og Fjordane","14","Årdal","24","2016-11-11T00:00:00","2016-11-11T00:00:00",3.52,15.1,160.34,2.6,0.376,"5","074.CB6AZ"
"845",262,"Mardal","Pumpe","STATKRAFT ENERGI AS","987059729","Møre og Romsdal","15","Nesset","43","1975-01-01T00:00:00","1975-01-01T00:00:00",-6,-22.5223,0,4,-0.416,"3","104.B3C"
"846",1414,"Maribu","Kraftverk","NORDMARK TORBJØRN TØMMERMANN","971055537","Rogaland","11","Suldal","34","2008-06-16T00:00:00","2008-06-16T00:00:00",0.09,0.5,110,0.09,0.278,"2","035.7A0"
"847",870,"Marifjøra","Kraftverk","","","Sogn og Fjordane","14","Luster","26","2001-01-01T00:00:00","2001-01-01T00:00:00",0.09,0.32,NA,NA,NA,"5","076.2Z"
"848",1348,"Markjelkevatn","Pumpe","STATKRAFT ENERGI AS","987059729","Hordaland","12","Kvinnherad","24","2007-01-01T00:00:00","2007-01-01T00:00:00",-1.2,-3.6,NA,0.8,NA,"5","046.4BA2A"
"849",1555,"Marvik","Kraftverk","FOSSEKALLEN KRAFT AS","991440569","Rogaland","11","Suldal","34","2008-10-14T00:00:00","2008-10-14T00:00:00",0.786,2.2,207,0.47,0.465,"2","037.61"
"850",263,"Matre H","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Masfjorden","66","1957-01-01T00:00:00","2016-04-13T00:00:00",180,679.9,528.5,37.7,1.326,"5","067.2Z"
"851",264,"Matre M","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Masfjorden","66","1962-01-01T00:00:00","1962-01-01T00:00:00",150,817.8172,463,37.3,1.117,"5","067.3Z"
"852",737,"Mattisfoss","Kraftverk","ALTA KRAFTLAG SA","971029390","Finnmark - Finnmárku","20","Alta","12","1993-01-01T00:00:00","1993-01-01T00:00:00",2.3,16.1948,56,4.8,0.133,"4","212.4Z"
"853",265,"Maudal","Kraftverk","LYSE PRODUKSJON AS","980335216","Rogaland","11","Gjesdal","22","1930-09-07T00:00:00","1930-09-07T00:00:00",25.5,101.0913,300,10,0.708,"2","027.E6"
"854",266,"Mauranger","Kraftverk","STATKRAFT ENERGI AS","987059729","Hordaland","12","Kvinnherad","24","1974-03-20T00:00:00","1974-03-20T00:00:00",250,1145.972,830,36,1.929,"5","046.32A1A"
"855",1320,"Medåe","Kraftverk","MEDÅE KRAFT AS","988861049","Buskerud","06","Rollag","32","2007-04-09T00:00:00","2007-04-09T00:00:00",0.784,4.6,NA,NA,NA,"1","015.G60"
"856",1086,"Medås","Kraftverk","","","Hordaland","12","Granvin","34","2000-01-01T00:00:00","2000-01-01T00:00:00",0.02,0.13,NA,NA,NA,"5","052.1B"
"857",894,"Mehammer Mikrokraftverk I","Kraftverk","","","Hordaland","12","Stord","21","2000-01-01T00:00:00","2000-01-01T00:00:00",0.012,0.021,140,NA,NA,"2","044.130"
"858",895,"Mehammer Mikrokraftverk II","Kraftverk","","","Hordaland","12","Stord","21","2005-01-01T00:00:00","2005-01-01T00:00:00",0.018,0.0319,NA,NA,NA,"2","044.130"
"859",1426,"Meierifossen","Kraftverk","MEIERIFOSSEN KRAFTVERK AS","987122234","Sogn og Fjordane","14","Jølster","31","2008-08-27T00:00:00","2008-08-27T00:00:00",1.36,5.3,36,4.7,0.08,"3","084.E4Z"
"860",1368,"Meisal I","Kraftverk","NESSET KRAFT AS","981375521","Møre og Romsdal","15","Nesset","43","1936-01-01T00:00:00","1936-01-01T00:00:00",0.9,2,222,0.44,NA,"3","109.2Z"
"861",766,"Meisal II","Kraftverk","NESSET KRAFT AS","981375521","Møre og Romsdal","15","Nesset","43","1999-01-01T00:00:00","1999-01-01T00:00:00",4.1,24.6174,605,0.8,1.424,"3","109.2Z"
"862",549,"Mel","Kraftverk","SFE PRODUKSJON AS","984882106","Sogn og Fjordane","14","Balestrand","18","1989-02-24T00:00:00","1989-02-24T00:00:00",52,193.2259,810,7.5,1.926,"3","078.5Z"
"863",1811,"Mela","Kraftverk","SMÅKRAFT AS","984616155","Trøndelag","50","Snåase – Snåsa","41","2017-06-22T00:00:00","2017-06-22T00:00:00",3.74,12.7,259,1.73,0.601,"3","128.E3Z"
"864",1918,"Melheim","Kraftverk","OLA RONNY MELHEIM","997765826","Sogn og Fjordane","14","Eid","43","2013-01-01T00:00:00","2013-01-01T00:00:00",0.05,0.29,11,0.6,0.023,"3","089.B4Z"
"865",267,"Melkefoss","Kraftverk","PASVIK KRAFT AS","982795745","Finnmark - Finnmárku","20","Sør-Varanger","30","1978-09-01T00:00:00","1978-09-01T00:00:00",22,141.1115,10.19,254.63,0.024,"4","246.C1"
"866",1672,"Mellomjord 2","Kraftverk","ÅSMUND GUTTORMSEN","869406732","Troms","19","Tromsø","02","2008-01-01T00:00:00","2008-01-01T00:00:00",0.018,0.13,140,0.02,0.25,"4","203.51"
"867",1009,"Memurubu","Kraftverk","MEMURUBU TURISTHYTTE AS","982163013","Oppland","05","Lom","14","1972-01-01T00:00:00","1972-01-01T00:00:00",0.06,0,111,0.063,NA,"3","002.DGG1Z"
"868",619,"Meråker","Kraftverk","NTE ENERGI AS","988340715","Trøndelag","50","Meråker","34","1994-04-18T00:00:00","1994-04-18T00:00:00",86.8,463.7812,263.7,36.7,0.657,"3","124.D0"
"869",268,"Mesna","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Lillehammer","01","1985-04-10T00:00:00","1985-04-10T00:00:00",37.5,135.6518,356,12,0.868,"1","002.DD5A1"
"870",1279,"Middagsbukt","Kraftverk","","","Troms","19","Balsfjord","33","2007-01-01T00:00:00","2007-01-01T00:00:00",0.006,0.03,NA,NA,NA,"4","198.31"
"871",269,"Middyr","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Hordaland","12","Odda","28","1981-01-01T00:00:00","1981-01-01T00:00:00",1.2999,5.3323,66,2.41,0.15,"2","036.G1E"
"872",1794,"Middøla","Kraftverk","SMÅKRAFT AS","984616155","Telemark","08","Tinn","26","2015-01-05T00:00:00","2015-01-05T00:00:00",4.36,12.5,276.7,1.9,0.637,"2","016.H1A"
"873",1850,"Midtlæger","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Hordaland","12","Odda","28","2016-09-01T00:00:00","2016-09-01T00:00:00",3.47,13.8,153.5,2.6,0.371,"2","036.FB"
"874",270,"Midtre Tessa","Kraftverk","AS EIDEFOSS","911305631","Oppland","05","Vågå","15","1954-02-12T00:00:00","1954-02-12T00:00:00",7,18.2971,159.5,5.44,0.356,"3","002.DHB2A0"
"875",1755,"Midtun","Kraftverk","MIDTUNKRAFT AS","998475368","Sogn og Fjordane","14","Gulen","11","2014-01-07T00:00:00","2014-01-07T00:00:00",0.65,2,111.3,0.7,0.258,"5","068.72Z"
"876",1992,"Milja","Kraftverk","OLSETH MAGNE","969906228","Hordaland","12","Etne","11","2019-08-14T00:00:00","2019-08-14T00:00:00",0.12,0.55,56.95,0.28,0.121,"2","042.121"
"877",1715,"Misfjord","Kraftverk","MISFJORD KRAFT AS","997426193","Møre og Romsdal","15","Vestnes","35","2012-11-21T00:00:00","2012-11-21T00:00:00",1.4,4,248,0.67,0.58,"3","102.51"
"878",1809,"Mjeldeelva","Kraftverk","SMÅKRAFT AS","984616155","Troms","19","Tromsø","02","2016-06-02T00:00:00","2016-06-02T00:00:00",1.64,5.7,140.3,1.42,0.321,"4","197.42"
"879",1304,"Mjella","Kraftverk","BREKKE GÅRD Line Berget Hedegart","980350479","Telemark","08","Notodden","07","2007-11-15T00:00:00","2007-11-15T00:00:00",0.2,1.1,152,0.2,0.278,"2","016.F613"
"880",271,"Mo","Kraftverk","LØVENSKIOLD FOSSUM KRAFT","982699614","Telemark","08","Skien","06","1908-01-10T00:00:00","1908-01-10T00:00:00",2.3,13.3096,65,4.7,0.136,"2","016.AC1"
"881",778,"Mo","Kraftverk","SUNNFJORD ENERGI AS","916501420","Sogn og Fjordane","14","Førde","32","2000-08-01T00:00:00","2000-08-01T00:00:00",10,39.5399,550,2.2,1.263,"3","084.C"
"882",970,"Mobæk Mølle","Kraftverk","OLE-KRISTIAN MOBÆK","994185551","Akershus","02","Nes i Akershus","36","1942-01-01T00:00:00","1942-01-01T00:00:00",0.025,0.075,NA,NA,NA,"1","002.E2AA"
"883",1125,"Moe","Kraftverk","","","Telemark","08","Bamble","14","1995-01-01T00:00:00","1995-01-01T00:00:00",0.005,0.03,NA,NA,NA,"2","017.2Z"
"884",786,"Moelv","Kraftverk","E-CO ENERGI AS","976894677","Hedmark","04","Ringsaker","12","2001-01-01T00:00:00","2001-01-01T00:00:00",1.2,6.288,57,2.5,0.133,"1","002.DD1A4"
"885",1611,"Mofjellet","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Rana","33","2011-08-29T00:00:00","2011-08-29T00:00:00",0.597,2.6,287,0.25,0.663,"4","156.AA"
"886",273,"Moflåt","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Telemark","08","Tinn","26","1954-01-01T00:00:00","1954-01-01T00:00:00",30,140.489,47.5,78,0.107,"2","016.H4"
"887",997,"Moi","Kraftverk","MOI ELVERK AS","974429063","Rogaland","11","Lund","12","1997-01-01T00:00:00","1997-01-01T00:00:00",0.5,2,NA,NA,NA,"2","026.BA22"
"888",274,"Moksa","Kraftverk","GUDBRANDSDAL ENERGI PRODUKSJON AS","941739601","Oppland","05","Øyer","21","1990-03-09T00:00:00","1990-03-09T00:00:00",15,52.1576,501,3.5,1.19,"1","002.DE3A0"
"889",1012,"Molla","Kraftverk","","","Rogaland","11","Sauda","35","2003-01-01T00:00:00","2003-01-01T00:00:00",0.44,1.472,130,NA,NA,"2","037.111"
"890",1607,"Momrak","Kraftverk","MOMRAK KRAFTLAG AS","992803118","Telemark","08","Fyresdal","31","2011-06-30T00:00:00","2011-06-30T00:00:00",1,4,194,0.6,0.462,"2","019.DB1"
"891",1057,"Monabekken","Kraftverk","SVEIN GILJE","974339749","Rogaland","11","Gjesdal","22","1987-01-01T00:00:00","1987-01-01T00:00:00",0.048,0.21,172,NA,NA,"2","030.2A20"
"892",1131,"Mone","Kraftverk","","","Aust-Agder","09","Birkenes","28","2006-01-01T00:00:00","2006-01-01T00:00:00",0.05,0.2,NA,NA,NA,"2","020.A6"
"893",276,"Monge","Pumpe","STATKRAFT ENERGI AS","987059729","Møre og Romsdal","15","Rauma","39","1975-01-01T00:00:00","1975-01-01T00:00:00",-0.8,-3.7711,0,1.29,-0.171,"3","103.A2B"
"894",277,"Morkenfoss","Kraftverk","SMÅKRAFT AS","984616155","Trøndelag","50","Flatanger","49","1986-10-01T00:00:00","1986-10-01T00:00:00",2.1,11.5044,50.5,4.98,0.117,"3","137.7D"
"895",1621,"Mortensdalelva","Kraftverk","NORDIC POWER AS","914341183","Troms","19","Storfjord – Omasvuotna – Omasvuono","39","2012-06-15T00:00:00","2012-06-15T00:00:00",2.1,5.5,295,0.92,0.634,"4","204.AZ"
"896",1598,"Mosbakka","Kraftverk","MOSBAKKA KRAFT AS","990068267","Rogaland","11","Sauda","35","2010-04-30T00:00:00","2010-04-30T00:00:00",4.05,12.8,381.5,1.2,0.938,"2","037.3Z"
"897",1315,"Mosbekken","Kraftverk","","","Trøndelag","50","Skaun","29","2005-01-01T00:00:00","2005-01-01T00:00:00",0.006,0.032,NA,NA,NA,"3","122.1C"
"898",1088,"Moskenes Fiskeindustri","Kraftverk","","","Nordland","18","Moskenes","74","1995-01-01T00:00:00","1995-01-01T00:00:00",0.075,0.15,NA,NA,NA,"4","181.431"
"899",278,"Mossefossen","Kraftverk","MOSSEFOSSEN ANS","950246901","Østfold","01","Moss","04","1986-01-01T00:00:00","1986-01-01T00:00:00",3.1,21.5888,22.4,15,0.056,"1","003.A"
"900",279,"Mosvik","Kraftverk","NTE ENERGI AS","988340715","Trøndelag","50","Inderøy","53","1984-02-23T00:00:00","1984-02-23T00:00:00",37,96.0375,205,21.5,0.477,"3","131.3Z"
"901",1577,"Mulvik","Kraftverk","MULVIK KRAFT AS","994225529","Møre og Romsdal","15","Sunndal","63","2010-05-11T00:00:00","2010-05-11T00:00:00",0.365,1.4,110,0.43,NA,"3","111.51"
"902",1686,"Muoidejohka","Kraftverk","MUOIDEJOHKA KRAFT AS","996346854","Nordland","18","Beiarn","39","2014-06-18T00:00:00","2014-06-18T00:00:00",5.49,18.5,481.5,1.5,1.017,"4","161.F21Z"
"903",281,"Mydalen","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Hjartdal","27","1959-11-12T00:00:00","1959-11-12T00:00:00",7,28.2869,126,6.4,0.304,"2","016.EAAAB"
"904",1138,"Mydland","Kraftverk","MYDLAND KRAFTVERK AS","977315425","Vest-Agder","10","Sirdal","46","1998-01-01T00:00:00","1998-01-01T00:00:00",0.3,2,110,NA,NA,"2","027.3F"
"905",1888,"Myklebost","Kraftverk","MYKLEBOST KRAFT AS","917400482","Sogn og Fjordane","14","Jølster","31","2018-04-28T00:00:00","2018-04-28T00:00:00",5.32,20,190,3.4,0.435,"3","084.E3A"
"906",1383,"Myklebust","Kraftverk","MYKLEBUST KRAFT AS","991391304","Møre og Romsdal","15","Ørsta","20","2009-05-19T00:00:00","2009-05-19T00:00:00",2,5.73,256,0.9,0.617,"3","095.BA"
"907",1641,"Myklebustdalen","Kraftverk","MYKLEBUSTDALEN ENERGI AS","988967246","Hordaland","12","Kvinnherad","24","2007-01-08T00:00:00","2007-01-08T00:00:00",0.225,1.1,135,0.24,0.26,"2","045.31Z"
"908",282,"Mykstufoss","Kraftverk","GLITRE ENERGI PRODUKSJON AS","979487223","Buskerud","06","Rollag","32","1964-01-01T00:00:00","1964-01-01T00:00:00",48,215.5707,61.7,100.15,0.133,"1","015.G5Z"
"909",603,"Myra","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Samnanger","42","1988-05-02T00:00:00","1988-05-02T00:00:00",3.7,17.9458,18.2,20,0.051,"5","055.B"
"910",1305,"Myraelva","Kraftverk","","","Sogn og Fjordane","14","Naustdal","33","2007-01-01T00:00:00","2007-01-01T00:00:00",0.075,0.21,NA,NA,NA,"3","084.820"
"911",893,"Myrbekk","Kraftverk","ARILD VAAGE","969624230","Rogaland","11","Suldal","34","2005-08-01T00:00:00","2005-08-01T00:00:00",0.2,0.8,NA,NA,NA,"2","036.B24"
"912",283,"Myster","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Vaksdal","51","1987-04-06T00:00:00","1987-04-06T00:00:00",107,367.4281,248.8,50,0.594,"5","063.A"
"913",284,"Mæl","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Telemark","08","Tinn","26","1957-01-01T00:00:00","1957-01-01T00:00:00",37.5,185.6011,44.79,94,0.111,"2","016.H2"
"914",1395,"Mælafoss","Kraftverk","CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB","915640850","Trøndelag","50","Stjørdal","35","1918-09-01T00:00:00","1918-09-01T00:00:00",0.94,3.1,38,2.6,NA,"3","124.2Z"
"915",1657,"Mærdalsåi","Kraftverk","VRÅDAL KRAFT AS","985780595","Telemark","08","Kviteseid","29","2008-01-21T00:00:00","2008-01-21T00:00:00",0.4,1.01,279,0.17,0.654,"2","019.G4"
"916",1928,"Mølleelva","Kraftverk","ALTA KRAFTLAG SA","971029390","Finnmark - Finnmárku","20","Alta","12","2018-04-19T00:00:00","2018-04-19T00:00:00",4.5,11.9,395.64,1.42,0.88,"4","212.3Z"
"917",599,"Møllefossen","Kraftverk","SMÅKRAFT AS","984616155","Hordaland","12","Osterøy","53","1991-06-01T00:00:00","1991-06-01T00:00:00",0.95,4.6146,9.5,12,0.022,"5","060.5Z"
"918",485,"Møllen","Kraftverk","SMÅKRAFT AS","984616155","Hordaland","12","Vaksdal","51","1977-01-01T00:00:00","1977-01-01T00:00:00",2,13.9464,80,3.3,0.179,"5","061.4Z"
"919",1830,"Mølnbekken","Kraftverk","NORDVEST ENERGI AS","990194491","Nordland","18","Hemnes","32","2015-12-10T00:00:00","2015-12-10T00:00:00",1.55,5.5,148.26,1.45,0.297,"4","155.B5"
"920",1403,"Mølnelva","Kraftverk","SANDVIK ENERGI AS","986446060","Troms","19","Dyrøy","26","2008-11-24T00:00:00","2008-11-24T00:00:00",1.2,5,99,1.5,0.233,"4","193.D"
"921",1107,"Mørnbekken","Kraftverk","","","Nordland","18","Grane","25","1998-01-01T00:00:00","1998-01-01T00:00:00",0.036,0.2,NA,NA,NA,"4","151.D3Z"
"922",285,"Mørre","Kraftverk","TRØNDERENERGI KRAFT AS","878631072","Trøndelag","50","Åfjord","18","1977-03-07T00:00:00","1977-03-07T00:00:00",13.6,54.0695,81.3,19.98,0.188,"3","135.3Z"
"923",1062,"Møyskrev","Kraftverk","MIKROKRAFT AS","972415952","Rogaland","11","Hjelmeland","33","1998-01-01T00:00:00","1998-01-01T00:00:00",0.17,0.9,NA,0.18,NA,"2","035.2A1"
"924",1531,"Måge","Kraftverk","MÅGE NATURKRAFT AS","992160047","Hordaland","12","Ullensvang","31","2009-06-15T00:00:00","2009-06-15T00:00:00",0.55,2.8,135,NA,NA,"5","048.31A"
"925",286,"Mågeli","Kraftverk","STATKRAFT ENERGI AS","987059729","Hordaland","12","Odda","28","1956-01-01T00:00:00","1956-01-01T00:00:00",29,132.1838,610,5.8,1.389,"2","049.A41"
"926",287,"Målset","Kraftverk","STATKRAFT ENERGI AS","987059729","Sogn og Fjordane","14","Vik","17","1967-04-01T00:00:00","1967-04-01T00:00:00",20,63.0559,175,13.98,0.397,"5","070.5BB"
"927",288,"Mår","Kraftverk","STATKRAFT ENERGI AS","987059729","Telemark","08","Tinn","26","1948-11-26T00:00:00","1948-11-26T00:00:00",180,736.8313,823,27.5,1.818,"2","016.H31"
"928",1545,"Måren","Kraftverk","SMÅKRAFT AS","984616155","Sogn og Fjordane","14","Høyanger","16","2010-10-06T00:00:00","2010-10-06T00:00:00",5,22.4,292.5,2.5,0.556,"3","079.5Z"
"929",289,"Mårøyfjord","Kraftverk","NORDKYN KRAFTLAG SA","956740134","Finnmark - Finnmárku","20","Lebesby","22","1956-02-09T00:00:00","1956-02-09T00:00:00",4.4,22.5648,225.3,2.5,0.489,"4","230.3A1"
"930",290,"Naddvik","Kraftverk","ØSTFOLD ENERGI AS","879904412","Sogn og Fjordane","14","Årdal","24","1987-02-25T00:00:00","1987-02-25T00:00:00",112,528.7958,969,13,2.393,"5","074.2A"
"931",1741,"Nape","Kraftverk","NAPE KRAFT AS","998416930","Telemark","08","Fyresdal","31","2013-08-21T00:00:00","2013-08-21T00:00:00",1.925,7.6,145,1.6,0.334,"2","019.F2E"
"932",1432,"Nasvatn","Kraftverk","NASVATN KRAFTVERK AS","991231072","Aust-Agder","09","Åmli","29","2008-07-01T00:00:00","2008-07-01T00:00:00",0.99,7,386,0.28,NA,"2","020.D7A"
"933",1033,"Naurak","Kraftverk","NAURAK KRAFTVERK AS","920987958","Telemark","08","Nissedal","30","2000-11-01T00:00:00","2000-11-01T00:00:00",0.445,1.5,NA,NA,NA,"2","019.F211"
"934",291,"Nea","Kraftverk","STATKRAFT ENERGI AS","987059729","Trøndelag","50","Tydal","33","1960-04-01T00:00:00","1960-04-01T00:00:00",175,676.8334,375,55,0.884,"3","123.F1B"
"935",292,"Nedalsfoss","Kraftverk","STATKRAFT ENERGI AS","987059729","Trøndelag","50","Tydal","33","1974-01-01T00:00:00","1974-01-01T00:00:00",25,73.0394,96,30.05,0.231,"3","123.G1"
"936",810,"Nedre Bersåvatn","Kraftverk","STATKRAFT ENERGI AS","987059729","Hordaland","12","Odda","28","2004-11-09T00:00:00","2004-11-09T00:00:00",4.1,20.0312,65,7.5,0.152,"2","049.A4B1"
"937",1128,"Nedre Eiane","Kraftverk","","","Rogaland","11","Forsand","29","2002-01-01T00:00:00","2002-01-01T00:00:00",0.04,0.094,NA,NA,NA,"2","031.11"
"938",293,"Nedre Fiskumfoss","Kraftverk","NTE ENERGI AS","988340715","Trøndelag","50","Grong","45","1946-11-03T00:00:00","1946-11-03T00:00:00",41.5,301.918,34.5,140.6,0.082,"3","139.C2"
"939",1171,"Nedre Kivfallet","Kraftverk","ØVERGAARD ENERGI AS","997893905","Hedmark","04","Rendalen","32","2003-11-05T00:00:00","2003-11-05T00:00:00",0.93,4,165,0.7,0.369,"1","002.M3"
"940",295,"Nedre Leirfoss","Kraftverk","STATKRAFT ENERGI AS","987059729","Trøndelag","50","Trondheim ","01","1910-01-01T00:00:00","2014-01-01T00:00:00",2.4,18.4002,27,10,0.067,"3","123.A2"
